Level9Tips4,Text,,Take the onion from the sink,خد البصل من الحوض.,Pegue a cebola do pia,Toma la cebolla del lavabo.,,,,,,,,,,,,,,,,
Level9Tips5,Text,,Take the yellow curtain,اخد الستارة الصفراء,Pegue a cortina amarela,Toma la cortina amarilla.,,,,,,,,,,,,,,,,
Level9Tips6,Text,,Take the egg,اخد البيضة,Pegue o ovo,Toma el huevo.,,,,,,,,,,,,,,,,
Level9Tips7,Text,,Take the vegetables,خد الخضار,Pegue os vegetais,Toma las verduras.,,,,,,,,,,,,,,,,
Level9Tips8,Text,,Take the pineapple from the painting,خد الأناناس من اللوحة,Pegue a abacaxi do quadro,Toma la piña del cuadro.,,,,,,,,,,,,,,,,
Level9Tips9,Text,,Take the bun from the hanging rack,اخد البون من الرف المعلق,Pegue o pão da prateleira pendente,Toma el pan del perchero colgante.,,,,,,,,,,,,,,,,
LevelTip1,Text,,Help the two elderly grandparents imporve their lives,ساعد الجديين المسنين إنهم يحسنوا حياتهم.,Ajude os dois avós idosos a melhorar sua vida,Ayuda a los dos abuelos a mejorar su vida.,,,,,,,,,,,,,,,,
LevelTip10,Text,,Clear out all the mosquitoes so the girl can sleep better,اقضوا على كل البعوض عشان البنت تقدر تنام أفضل,Elimine todos os mosquitos para que a garota possa dormir melhor,Limpia todos los mosquitos para que la chica pueda dormir mejor.,,,,,,,,,,,,,,,,
LevelTip11,Text,,Help the guy get enough toilet paper,ساعد الراجل يحصل على ورق تواليت كفاية.,Ajude o cara a ter papel higiênico suficiente,Ayuda al chico a obtener suficiente papel higiénico.,,,,,,,,,,,,,,,,
LevelTip12,Text,,A shattered family! Help them find a brighter future.,عائلة محطمة! ساعدهم يلاقوا مستقبل أفضل.,Uma família quebrada! Ajude-os a encontrar um futuro mais brilhante.,¡Una familia destrozada! Ayúdalos a encontrar un futuro más brillante.,,,,,,,,,,,,,,,,
LevelTip13,Text,,Help the girl prepare a clean toilet room to use,ساعد البنت تجهز حمام نضيف للاستخدام,Ajude a garota a preparar um banheiro limpo para usar,Ayuda a la chica a preparar un cuarto de baño limpio para usar.,,,,,,,,,,,,,,,,
LevelTip2,Text,,Find all the evidence to convict her.,إلاقي كل الأدلة عشان تدينها.,Encontre todas as evidências para condená-la.,Encuentra toda la evidencia para condenarla.,,,,,,,,,,,,,,,,
LevelTip3,Text,,Help her knead all the dough.,ساعدها تعجن كل العجينة.,Ajude-a a amassar toda a massa.,Ayúdale a amasar toda la masa.,,,,,,,,,,,,,,,,
LevelTip4,Text,,Help the girl feel warm!,ساعد البنت تشعر بالدفء!,Faça com que a garota se sinta quente!,¡Haz que la chica se sienta cálida!,,,,,,,,,,,,,,,,
LevelTip5,Text,,Help the girl sleep better!,ساعد البنت تشوف نوم أحسن!,Ajude a garota a dormir melhor!,¡Ayuda a la chica a dormir mejor!,,,,,,,,,,,,,,,,
LevelTip6,Text,,Don't let her husband find out,ما تخليش جوزها يعرف.,Não deixe o marido descobrir,No dejes que su marido se entere.,,,,,,,,,,,,,,,,
LevelTip7,Text,,Help grandma eliminate all the cockroaches in the kitchen!,ساعد الجدة في التخلص من كل الصراصير في المطبخ!,Ajude a vovó a eliminar todas as baratas na cozinha!,¡Ayuda a la abuela a eliminar todas las cucarachas de la cocina!,,,,,,,,,,,,,,,,
LevelTip8,Text,,Find evidence to figure out what happened.,إلاقي دليل عشان تعرف إيه اللي حصل.,Encontre evidências para descobrir o que aconteceu.,Encuentra evidencia para averiguar lo que sucedió.,,,,,,,,,,,,,,,,
LevelTip9,Text,,She is starving! Help her make a giant hamburger to eat!,هي جوعانة! ساعدها تعمّل همبرجر ضخم عشان تأكله!,Ela está morrendo de fome! Ajude-a a fazer uma hambúrguer gigante para comer!,¡Ella está hambrienta! ¡Ayúdala a hacer una hamburguesa gigante para comer!,,,,,,,,,,,,,,,,
LevelTitle1,Text,,Improve their life,حسنوا حياتهم,Melhore sua vida,Mejorar su vida,,,,,,,,,,,,,,,,
LevelTitle10,Text,,Help the girl fall asleep,ساعد البنت تشوف النوم,Ajude a garota a adormecer,Ayudar a la chica a dormir,,,,,,,,,,,,,,,,
LevelTitle11,Text,,Help the guy get enough toilet paper,ساعد الراجل يحصل على كمية كافية من ورق الحمام.,Ajude o cara a ter papel higiênico suficiente,Ayudar al chico a obtener suficiente papel higiénico,,,,,,,,,,,,,,,,
LevelTitle12,Text,,Help the mom and baby improve their life,ساعد الأم والطفل يحسنوا حياتهم.,Ajude a mãe e o bebê a melhorar sua vida,Ayudar a la mamá y el bebé a mejorar su vida,,,,,,,,,,,,,,,,
LevelTitle13,Text,,Help the girl to the bathroom,ساعد البنت تروح الحمام,Ajude a garota a ir ao banheiro,Ayudar a la chica al baño,,,,,,,,,,,,,,,,
LevelTitle2,Text,,Find the murder evidence,ابحث عن دليل الجريمة,Encontre as evidências do assassinato,Encontrar evidencia de asesinato,,,,,,,,,,,,,,,,
LevelTitle3,Text,,Empower the girl,مكن الفتاة,Empodere a garota,Empoderar a la chica,,,,,,,,,,,,,,,,
LevelTitle4,Text,,Find all the blankets,دور على كل البطاطين,Encontre todas as coberturas,Encontrar todas las mantas,,,,,,,,,,,,,,,,
LevelTitle5,Text,,Help the girl sleep better!,ساعد البنت تشوف نوم أحسن!,Ajude a garota a dormir melhor!,¡Ayudar a la chica a dormir mejor!,,,,,,,,,,,,,,,,
LevelTitle6,Text,,Clean the room before the husband comes back,نظفي الأوضة قبل ما الزوج يرجع.,Limpe a sala antes que o marido volte,Limpiar la habitación antes de que regrese el marido,,,,,,,,,,,,,,,,
LevelTitle7,Text,,Find all the cockroaches in the kitchen,إلحق شوف كل الجُعل في المطبخ.,Encontre todas as baratas na cozinha,Encontrar todas las cucarachas en la cocina,,,,,,,,,,,,,,,,
LevelTitle8,Text,,Find all pieces of evidence,إيجاد كل قطع الأدلة,Encontre todas as peças de evidência,Encontrar todas las piezas de evidencia,,,,,,,,,,,,,,,,
LevelTitle9,Text,,Gather all the ingredients for the hamburger,اجمع كل المكونات همبرجر.,Reúna todos os ingredientes para a hambúrguer,Recopilar todos los ingredientes para la hamburguesa,,,,,,,,,,,,,,,,
LikeGame,Text,,Do you like this game?,بتحب اللعبة دي؟,Você gosta desse jogo?,¿Te gusta este juego?,,,,,,,,,,,,,,,,
Loading,Text,,Loading,بيتم تحميل,Carregando,Cargando,,,,,,,,,,,,,,,,
LookADSuccess,Text,,Watch AD Success,شاهد نجاح الإعلانات,Assistir anúncio com sucesso,Éxito al ver el anuncio,,,,,,,,,,,,,,,,
NEXT,Text,,NEXT,الجاي,PRÓXIMO,SIGUIENTE,,,,,,,,,,,,,,,,
NOAD,Text,,NO ADS,مفيش إعلانات,SEM ANÚNCIOS,SIN ANUNCIOS,,,,,,,,,,,,,,,,
NOADTips,Text,,"We're so close to getting the spell of creating money just right.

Until then we'll show some ads to play for development.

Of you can buy us a drink and we'll hide the asd.",احنا قريبين جدا من إننا نضبط سحر خلق الفلوس. لحد ما نوصل للهدف ده، هنعرض شوية إعلانات عشان ندفع تكاليف التطوير. أو ممكن تشتري لنا مشروب وحنخفي الإعلان.,"A Estamos quase conseguindo a magia certa para criar dinheiro.

Até lá, mostraremos alguns anúncios para financiar o desenvolvimento.

Ou você pode nous comprar uma bebida e escondermos os anúncios.","Estamos muy cerca de perfectar el hechizo para crear dinero.

Mientras tanto, mostraremos algunos anuncios para financiar el desarrollo.

O puedes regalarnos una bebida y escondremos los anuncios.",,,,,,,,,,,,,,,,
NoThanks,Text,,"No,Thanks!",لا، شكرًا!,"Não, obrigado!","No, gracias.",,,,,,,,,,,,,,,,
NotNow,Text,,Not Now,مش دلوقتي,Não agora,No ahora,,,,,,,,,,,,,,,,
Privacy Policy,Text,,Privacy Policy,سياسة الخصوصية,Política de Privacidade,Política de privacidad,,,,,,,,,,,,,,,,
REVIVE,Text,,REVIVE,إحياء,REVIVER,REANUDAR,,,,,,,,,,,,,,,,
ReasonLosing,Text,,REASON FOR LOSING:,سبب الخسارة:,MOTIVO DE PERDA:,RAZÓN DE LA DERROTA:,,,,,,,,,,,,,,,,
Restart,Text,,Restart,إعادة تشغيل,Reiniciar,Reiniciar,,,,,,,,,,,,,,,,
Return,Text,,Return,ارجع,Retornar,Volver,,,,,,,,,,,,,,,,
Reward,Text,,Reward,مكافأة,Recompensa,Recompensa,,,,,,,,,,,,,,,,
Setting,Text,,Setting,الإعداد,Configurações,Configuración,,,,,,,,,,,,,,,,
SkipLevel,Text,,Skip level,تخطى المستوى,Pular nível,Saltar nivel,,,,,,,,,,,,,,,,
SkipThisLevel,Text,,Skip this level,تخطى هذا المستوى.,Pular este nível,Saltar este nivel,,,,,,,,,,,,,,,,
TimeOut,Text,,Time out,وقت مستقطع,Tempo esgotado,Tiempo agotado,,,,,,,,,,,,,,,,
TimeUp,Text,,TIME UP!,الوقت انتهى!,TEMPO ACABOU!,TIEMPO TERMINADO!,,,,,,,,,,,,,,,,
Unlock,Text,,Unlock,افتح,Desbloquear,Desbloquear,,,,,,,,,,,,,,,,
Unlock Level,Text,,Unlock Level,فتح المستوى,Desbloquear Nível,Desbloquear nivel,,,,,,,,,,,,,,,,
UnlockLevelBy,Text,,Unlock this level by,افتح المستوى ده عن طريق,Desbloquear este nível através de,Desbloquee este nivel mediante:,,,,,,,,,,,,,,,,
ViewHint,Text,,"View a hint or view 
all answers",شوف تلميحة أو شوف كل الإجابات,Ver dica ou ver todas as respostas,Ver una pista o ver todas las respuestas,,,,,,,,,,,,,,,,
WantRestart,Text,,Do you want to restart this level?,عايز تعيد المستوى ده؟,Deseja reiniciar este nível?,¿Desea reiniciar este nivel?,,,,,,,,,,,,,,,,
Arabic,Text,,Arabic,عربي,Árabe,Árabe,,,,,,,,,,,,,,,,
Portuguese,Text,,Portuguese,برتغالي,Português,Portugués,,,,,,,,,,,,,,,,
Spanish,Text,,Spanish,إسباني,Espanhol,Español,,,,,,,,,,,,,,,,
LevelWin1,Text,,Their lives will be better from now on!,ستكون حياتهم أفضل من الآن فصاعدًا!,"A partir de agora, suas vidas serão melhores!",¡Sus vidas serán mejores a partir de ahora!,,,,,,,,,,,,,,,,
LevelWin2,Text,,Enough evidence has been gathered!,لقد تم جمع ما يكفي من الأدلة!,Suficiente evidência foi coletada!,Se han reunido suficientes pruebas.,,,,,,,,,,,,,,,,
LevelWin3,Text,,All the dough has been shaped into cakes!,تم تشكيل كل العجين على شكل كعك!,Toda a massa de trigo foi moldada em bolos!,Toda la masa se ha convertido en pasteles.,,,,,,,,,,,,,,,,
LevelWin4,Text,,The girl is feeling warmer now,الفتاة تشعر بالدفء الآن,A garota está se sentindo mais quente agora.,La niña se siente más caliente ahora,,,,,,,,,,,,,,,,
LevelWin5,Text,,The girl was able to sleep well,كانت الفتاة قادرة على النوم بشكل جيد,A garota conseguiu dormir bem.,La niña pudo dormir bien.,,,,,,,,,,,,,,,,
LevelWin6,Text,,This husband is so naive!,هذا الزوج ساذج للغاية!,Este marido é tão ingênuo!,¡Este marido es tan ingenuo!,,,,,,,,,,,,,,,,
LevelWin7,Text,,The kitchen is cleaner now!,المطبخ أنظف الآن!,A cozinha está mais limpa agora!,¡La cocina está más limpia ahora!,,,,,,,,,,,,,,,,
LevelWin8,Text,,This man will face the consequences of his actions!,سيواجه هذا الرجل عواقب أفعاله!,Este homem enfrentará as consequências de suas ações!,Este hombre se enfrentará a las consecuencias de sus actos.,,,,,,,,,,,,,,,,
LevelWin9,Text,,This hamburger could set a Guinness World Record!,يمكن لهذا الهامبرغر أن يسجل رقماً قياسياً في موسوعة غينيس للأرقام القياسية!,Este hambúrguer poderia establecer um recorde no Guinness World Records!,¡Esta hamburguesa podría batir un récord Guinness!,,,,,,,,,,,,,,,,
LevelWin10,Text,,She can finally sleep well,يمكنها أخيراً أن تنام جيداً,Ela finalmente pode dormir bem.,Por fin puede dormir bien.,,,,,,,,,,,,,,,,
LevelWin11,Text,,You've saved his life!,لقد أنقذت حياته!,Você salvou sua vida!,¡Le has salvado la vida!,,,,,,,,,,,,,,,,
LevelWin12,Text,,Their life will be better from now on,ستكون حياتهم أفضل من الآن فصاعدًا,"A partir de agora, sua vida será melhor.",Su vida será mejor a partir de ahora.,,,,,,,,,,,,,,,,
LevelWin13,Text,,You've saved her life!,لقد أنقذت حياتها!,Você salvou sua vida!,¡Le has salvado la vida,,,,,,,,,,,,,,,,
NetCheck,Text,,Network unavailable.Please check your network connection.,الشبكة غير متوفرة، الرجاء التحقق من اتصال الشبكة.,Rede indisponível. Verifique sua conexão à rede.,"Red no disponible. Por favor, compruebe su conexión de red.",,,,,,,,,,,,,,,,
Language,Text,,Language,لغة,Linguagem,Lenguaje,,,,,,,,,,,,,,,,
